2	6.60155e+15	6.48415e+06	-171135832.5267765	0	0.00660336	-1
3	6.61376e+15	6.48414e+06	170720285.4195756	0	-0.0059356	-1
1	5.49541e+16	6.48414e+06	-0.107388973236084	2.204440911351925e-05	2.54044e-08	1
1	1.51356e+17	6.48414e+06	-0.2149770259857178	2.174210183621177e-05	2.54086e-08	1
1	1.44544e+14	6.48414e+06	-0.4312565326690674	-2.792083264405131e-05	2.54168e-08	1
1	1.58489e+16	6.48414e+06	-0.647538423538208	2.842576763809654e-05	2.5425e-08	1
1	5.01187e+17	6.48414e+06	-0.7557375431060791	1.417740051866201e-05	2.54291e-08	1
1	2.75423e+18	6.48414e+06	-0.9758727550506592	2.457381177452378e-05	2.54374e-08	1
1	2.63027e+18	6.48414e+06	-1.09748101234436	-2.428667873361654e-05	2.5442e-08	1
1	2.04174e+18	6.48414e+06	-1.638040542602539	3.887581649173542e-05	2.54624e-08	1
1	1.14815e+18	6.48414e+06	-1.785956859588623	6.233477786959672e-06	2.54681e-08	1
1	1.8197e+18	6.48414e+06	-1.942178726196289	-3.813521266323419e-05	2.54739e-08	1
1	4.2658e+17	6.48414e+06	-2.285141468048096	-4.191406659085127e-05	2.54868e-08	1
1	1.47911e+18	6.48414e+06	-2.636143922805786	1.178206367817155e-05	2.55e-08	1
1	1.94984e+18	6.48414e+06	-2.827167272567749	2.800863809052975e-05	2.55072e-08	1
1	6.16595e+17	6.48414e+06	-4.124581575393677	-6.043378755477942e-06	2.55556e-08	1
1	2.88403e+16	6.48414e+06	-4.350236654281616	-2.395887763597301e-05	2.5564e-08	1
1	2.39883e+18	6.48414e+06	-4.576352834701538	3.31688091856015e-05	2.55725e-08	1
1	4.2658e+16	6.48414e+06	-5.393433094024658	-6.315040138029001e-05	2.56029e-08	1
1	3.46737e+16	6.48414e+06	-5.940144538879395	-5.52733081999819e-05	2.56232e-08	1
1	6.16595e+16	6.48414e+06	-6.214314222335815	-7.033665593839034e-05	2.56334e-08	1
1	8.51138e+14	6.48414e+06	-7.041201829910278	4.562984859389435e-05	2.56641e-08	1
1	4.67735e+17	6.48414e+06	-7.316852569580078	2.570935294897559e-05	2.56744e-08	1
1	1.28825e+17	6.48414e+06	-7.604096412658691	2.633976092977624e-06	2.56852e-08	1
1	1.12202e+18	6.48414e+06	-9.057153940200806	-6.060305365890173e-07	2.57391e-08	1
1	5.01187e+17	6.48414e+06	-9.704446077346802	6.956583206819088e-05	2.57632e-08	1
1	1.99526e+17	6.48414e+06	-11.06828236579895	-8.17272889283324e-05	2.58138e-08	1
1	2.69153e+16	6.48414e+06	-11.41666197776794	4.108028762200416e-05	2.58267e-08	1
1	3.23594e+16	6.48414e+06	-12.4648814201355	8.926917275288935e-05	2.58656e-08	1
1	7.07946e+17	6.48414e+06	-12.8155300617218	-1.17789546825332e-05	2.58786e-08	1
1	1.23027e+16	6.48414e+06	-14.33629560470581	8.760889987453684e-06	2.5935e-08	1
1	3.98107e+16	6.48414e+06	-14.71704649925232	2.034920189437852e-05	2.59491e-08	1
1	7.94328e+14	6.48414e+06	-15.09961295127869	-3.977160097761649e-05	2.59633e-08	1
1	4.36516e+17	6.48414e+06	-15.48221611976624	3.915315936733356e-05	2.59774e-08	1
1	1.44544e+16	6.48414e+06	-16.69334268569946	-4.197916323488798e-05	2.60223e-08	1
1	1.07152e+16	6.48414e+06	-18.71559572219849	-4.658225581649343e-05	2.60972e-08	1
1	1.1749e+14	6.48414e+06	-19.52560091018677	7.60877655868084e-05	2.61272e-08	1
1	8.51138e+15	6.48414e+06	-22.76570153236389	5.073776426875577e-05	2.62471e-08	1
1	3.71535e+15	6.48414e+06	-24.79297876358032	1.308974981694644e-05	2.63223e-08	1
1	2.0893e+16	6.48414e+06	-25.60427737236023	1.987829589411598e-05	2.63523e-08	1
1	7.07946e+15	6.48414e+06	-26.41773724555969	-4.761179354719494e-05	2.63825e-08	1
1	3.80189e+17	6.48414e+06	-27.23193430900574	-5.41805510548443e-05	2.64126e-08	1
1	2.63027e+16	6.48414e+06	-28.51540923118591	-7.534258354695556e-05	2.64601e-08	1
1	7.58578e+16	6.48414e+06	-28.94474792480469	7.322100444107771e-05	2.6476e-08	1
1	8.51138e+15	6.48414e+06	-29.81227111816406	0.0001098270989327013	2.65081e-08	1
1	2.0893e+14	6.48414e+06	-30.2465353012085	-0.0001146219144209138	2.65242e-08	1
1	7.58578e+16	6.48414e+06	-30.6808135509491	8.629834152317632e-05	2.65403e-08	1
1	1.90546e+15	6.48414e+06	-31.99722409248352	0.0001036774058973966	2.65889e-08	1
1	1.62181e+15	6.48414e+06	-32.43614482879639	-3.023958582328799e-06	2.66053e-08	1
1	5.62341e+17	6.48414e+06	-33.31418371200562	-0.0001142516889276945	2.66378e-08	1
1	1.34896e+17	6.48414e+06	-34.26574969291687	9.92604143695597e-05	2.66729e-08	1
1	2.39883e+15	6.48414e+06	-36.69344735145569	0.0001127191207892019	2.67627e-08	1
1	1.7378e+17	6.48414e+06	-37.17916679382324	1.511206884347481e-05	2.67806e-08	1
1	6.30957e+16	6.48414e+06	-38.17696666717529	1.276445489378604e-05	2.68175e-08	1
1	7.07946e+17	6.48414e+06	-39.18469882011414	0.000126459653892595	2.68547e-08	1
1	6.0256e+14	6.48414e+06	-39.75188636779785	7.14806036224896e-07	2.68758e-08	1
1	1.12202e+17	6.48414e+06	-40.31913495063782	0.0001372592542800199	2.68966e-08	1
1	1.04713e+17	6.48414e+06	-40.89791464805603	0.0001319385958797024	2.6918e-08	1
1	1.51356e+15	6.48414e+06	-42.07785654067993	0.0001014193858879041	2.69615e-08	1
1	7.58578e+16	6.48414e+06	-43.84827375411987	7.565172709437106e-05	2.70269e-08	1
1	5.24807e+15	6.48414e+06	-44.44680047035217	2.85131933669343e-05	2.70492e-08	1
1	1.31826e+17	6.48414e+06	-45.04591751098633	0.0001601538977070534	2.70712e-08	1
